timestamp,test_suite,predicted_induced_state,three_sec_predicted_induced_state,predicted_induced_state_confidence,three_sec_predicted_induced_state_confidence,top_three_features
1626278027000000,Provisional-Test-025,low,low,[0.276 0.159 0.147 0.139 0.140 0.139],[0.276 0.159 0.147 0.139 0.140 0.139],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278028000000,Provisional-Test-025,low,low,[0.274 0.160 0.147 0.140 0.140 0.140],[0.274 0.160 0.147 0.140 0.140 0.140],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278125000000,Provisional-Test-025,low,low,[0.287 0.151 0.144 0.140 0.140 0.140],[0.287 0.151 0.144 0.140 0.140 0.140],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278126000000,Provisional-Test-025,low,low,[0.294 0.148 0.142 0.138 0.139 0.138],[0.294 0.148 0.142 0.138 0.139 0.138],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278127000000,Provisional-Test-025,low,low,[0.289 0.150 0.143 0.139 0.140 0.139],[0.289 0.150 0.143 0.139 0.140 0.139],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278128000000,Provisional-Test-025,low,low,[0.280 0.152 0.145 0.141 0.141 0.141],[0.280 0.152 0.145 0.141 0.141 0.141],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278129000000,Provisional-Test-025,low,low,[0.281 0.155 0.144 0.140 0.140 0.140],[0.281 0.155 0.144 0.140 0.140 0.140],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278130000000,Provisional-Test-025,low,low,[0.285 0.151 0.144 0.140 0.140 0.140],[0.285 0.151 0.144 0.140 0.140 0.140],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278131000000,Provisional-Test-025,low,low,[0.290 0.150 0.142 0.138 0.142 0.138],[0.290 0.150 0.142 0.138 0.142 0.138],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278132000000,Provisional-Test-025,low,low,[0.282 0.152 0.144 0.140 0.143 0.139],[0.282 0.152 0.144 0.140 0.143 0.139],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278194000000,Provisional-Test-025,medium,medium,[0.155 0.288 0.142 0.138 0.140 0.138],[0.155 0.288 0.142 0.138 0.140 0.138],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278195000000,Provisional-Test-025,medium,medium,[0.155 0.288 0.142 0.139 0.138 0.138],[0.155 0.288 0.142 0.139 0.138 0.138],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278196000000,Provisional-Test-025,medium,medium,[0.158 0.285 0.142 0.138 0.138 0.138],[0.158 0.285 0.142 0.138 0.138 0.138],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278197000000,Provisional-Test-025,medium,medium,[0.154 0.283 0.143 0.140 0.142 0.139],[0.154 0.283 0.143 0.140 0.142 0.139],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278198000000,Provisional-Test-025,medium,medium,[0.187 0.272 0.138 0.134 0.134 0.134],[0.187 0.272 0.138 0.134 0.134 0.134],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278199000000,Provisional-Test-025,medium,medium,[0.165 0.277 0.143 0.139 0.139 0.138],[0.165 0.277 0.143 0.139 0.139 0.138],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278200000000,Provisional-Test-025,medium,medium,[0.166 0.272 0.144 0.140 0.139 0.139],[0.166 0.272 0.144 0.140 0.139 0.139],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278201000000,Provisional-Test-025,medium,medium,[0.162 0.273 0.144 0.140 0.141 0.140],[0.162 0.273 0.144 0.140 0.141 0.140],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278259000000,Provisional-Test-025,low,low,[0.286 0.152 0.144 0.140 0.139 0.139],[0.286 0.152 0.144 0.140 0.139 0.139],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278260000000,Provisional-Test-025,low,low,[0.285 0.151 0.144 0.140 0.140 0.140],[0.285 0.151 0.144 0.140 0.140 0.140],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278261000000,Provisional-Test-025,low,low,[0.284 0.154 0.144 0.139 0.140 0.139],[0.284 0.154 0.144 0.139 0.140 0.139],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278262000000,Provisional-Test-025,low,low,[0.263 0.178 0.143 0.139 0.139 0.139],[0.263 0.178 0.143 0.139 0.139 0.139],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278263000000,Provisional-Test-025,low,low,[0.279 0.159 0.144 0.139 0.139 0.139],[0.279 0.159 0.144 0.139 0.139 0.139],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278264000000,Provisional-Test-025,low,low,[0.258 0.180 0.144 0.139 0.140 0.139],[0.258 0.180 0.144 0.139 0.140 0.139],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278265000000,Provisional-Test-025,low,low,[0.260 0.171 0.144 0.139 0.146 0.139],[0.260 0.171 0.144 0.139 0.146 0.139],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278266000000,Provisional-Test-025,low,low,[0.259 0.177 0.144 0.140 0.140 0.140],[0.259 0.177 0.144 0.140 0.140 0.140],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278267000000,Provisional-Test-025,low,low,[0.260 0.178 0.144 0.139 0.140 0.139],[0.260 0.178 0.144 0.139 0.140 0.139],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278268000000,Provisional-Test-025,low,low,[0.259 0.179 0.144 0.139 0.140 0.139],[0.259 0.179 0.144 0.139 0.140 0.139],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278339000000,Provisional-Test-025,medium,medium,[0.153 0.293 0.142 0.138 0.138 0.137],[0.153 0.293 0.142 0.138 0.138 0.137],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278340000000,Provisional-Test-025,medium,medium,[0.147 0.291 0.142 0.138 0.145 0.137],[0.147 0.291 0.142 0.138 0.145 0.137],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278341000000,Provisional-Test-025,medium,medium,[0.153 0.290 0.143 0.138 0.138 0.138],[0.153 0.290 0.143 0.138 0.138 0.138],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278342000000,Provisional-Test-025,medium,medium,[0.151 0.283 0.144 0.140 0.144 0.140],[0.151 0.283 0.144 0.140 0.144 0.140],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278343000000,Provisional-Test-025,medium,medium,[0.159 0.290 0.140 0.136 0.139 0.136],[0.159 0.290 0.140 0.136 0.139 0.136],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278344000000,Provisional-Test-025,medium,medium,[0.153 0.289 0.142 0.138 0.141 0.138],[0.153 0.289 0.142 0.138 0.141 0.138],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278345000000,Provisional-Test-025,medium,medium,[0.159 0.280 0.139 0.135 0.151 0.135],[0.159 0.280 0.139 0.135 0.151 0.135],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278346000000,Provisional-Test-025,medium,medium,[0.182 0.195 0.158 0.154 0.158 0.154],[0.182 0.195 0.158 0.154 0.158 0.154],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278347000000,Provisional-Test-025,low,low,[0.263 0.168 0.146 0.141 0.141 0.141],[0.263 0.168 0.146 0.141 0.141 0.141],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278348000000,Provisional-Test-025,low,low,[0.256 0.170 0.147 0.142 0.142 0.142],[0.256 0.170 0.147 0.142 0.142 0.142],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278349000000,Provisional-Test-025,low,low,[0.249 0.171 0.148 0.144 0.144 0.144],[0.249 0.171 0.148 0.144 0.144 0.144],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278350000000,Provisional-Test-025,low,low,[0.259 0.168 0.146 0.142 0.142 0.142],[0.259 0.168 0.146 0.142 0.142 0.142],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278444000000,Provisional-Test-025,medium,medium,[0.173 0.196 0.158 0.155 0.163 0.155],[0.173 0.196 0.158 0.155 0.163 0.155],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278445000000,Provisional-Test-025,medium,medium,[0.179 0.195 0.157 0.154 0.162 0.153],[0.179 0.195 0.157 0.154 0.162 0.153],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278446000000,Provisional-Test-025,low,low,[0.202 0.184 0.154 0.151 0.159 0.150],[0.202 0.184 0.154 0.151 0.159 0.150],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278447000000,Provisional-Test-025,low,low,[0.195 0.190 0.155 0.153 0.156 0.152],[0.195 0.190 0.155 0.153 0.156 0.152],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278448000000,Provisional-Test-025,medium,medium,[0.180 0.192 0.158 0.154 0.162 0.154],[0.180 0.192 0.158 0.154 0.162 0.154],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626278449000000,Provisional-Test-025,medium,medium,[0.174 0.201 0.158 0.154 0.158 0.154],[0.174 0.201 0.158 0.154 0.158 0.154],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
